titulos,companias
RECIBIDOR DE MERCANCIA,SORIANA SUPER
Cajero,ESTACION CENTRAL DE AUTOBUSES DE TEPIC SA DE CV
Becario de Recursos Humanos,M2 Ingenieria de Costos
Server,"Marriott International, Inc"
SUPERVISOR VENTAS,Grupo 30 inventos
ADMINISTRADORA,DENTOFACIAL Y RADIOLOGÍA DIGITAL
Housekeeper,"Marriott International, Inc"
Cook B,"Marriott International, Inc"
vendedora de mostrador,GRUPO OCTANO BAHIA DE BANDERAS
SECRETARIA,CRISTALES CECEÑA
Ing. Soporte Técnico de campo FREE LANCE,services and computer cns s.a de c.v
operador de produccion,paradigma innovacion agropecuaria sa de cv
Promotor en Campo/Disponibilidad de viajar,Reclutando T
Asesor ventas,Century 21
"Jefe de mantenimiento para Hotel Boutique en Sayulita, Nayar...",Siete Lunas Hotel Boutique
JARDINERO,OSCAR RAMIREZ TORRES
Becario de Sistemas,M2 Ingenieria de Costos
VENDEDORA CAJERA- SHASA FORUM TEPIC,Shasa
BD JR. SPECIALIST,Gepae
Ejecutivo Senior Previsional,Citi
ASESOR INMOBILIARIO,Yarit
Coordinador de mostrador (Tepic),Auto Partes y Más
Técnico electrónico,CASINO VEGAS
Chofer Vendedor a Detalle,La Integral
AUXILIAR CONTABLE,DESPACHO CONTABLE HERNANDEZ MELO VALDEZ Y CIA SC
OBRERO DE PRODUCCIÓN,TORTILLAS DE HARINA ESPIGA DE SINALOA
EJECUTIVO DE VENTAS - AUTOFINANCIAMIENTO,"EURO ALEMANA DE TEPIC, S.A. DE C.V."
Chófer de Reparto,Human Services & Logistics Solutions S.A. de C.V.
AUXILIAR DE PRODUCCION,ALFA NEW LIFE
EJECUTIVO COMERCIAL - EMPRESA DE LUBRICANTES,GRUPO AUTOMOTRIZ
operador de 3.5,TRANSPORTES AVILA
OPERADOR DE RUTA,busmen
Jardinero,JARDINES CON VIDA SA DE CV
AUXILIAR DE PRODUCCIÓN,Bajo Cero SA de CV
Promotor/a anaquelero,HUMAN RETAIL / HUMAN STAFF
AYUDANTE CUBERO DE HIELO,HIELOS OSITO
Tecnico Board Shop*,DRÄXLMAIER Group
promotor de ventas,Adloazh S.A. de C.V.
Housekeeper-Public Area,"Marriott International, Inc"
CAJERA/O,SORIANA SUPER
EJECUTIVO DE VENTAS,HOTEL LAS PALOMAS TEPIC
AUDITOR DE MEDIOS AUDIOVISUALES,ALFA NEW LIFE
DOCENTE DE INGLES NIVEL PRIMARIA,WORKS
AUXILIAR DE PRODUCCIÓN MOLINO,INDUSTRIA DE MAIZ Y TRIGO BLANCAS
Vendedor de motocicletas,Motopartes y Equipos
Vendedor a detalle,Nucel
vendedor de motocicletas,Moto partes y Equipos
JARDINERO,CENTURY 21 PINSA
Vendedor/a para Boutique en Hotel de lujo - Nuevo Vallarta,Fiesta Mexicana del Caribe S.A. de C.V.
Gestor de Operaciones QFB o TLC / Contratación de planta/ Zo...,Evenplan
TÉCNICO MECÁNICO INDUSTRIAL,MATERIALES DEL OESTE S.A DE C.V
Técnico en mantenimiento,OM HUMAN FIRST
Gestor de Campo Cobranza Interna,Prestamo Feliz
Cook A,"Marriott International, Inc"
INTEGRANTE A NUESTRA EMPRESA CONSULTOR DE PREVISIÓN,Dutesa
SUPLENTE DE VENTAS,PANIFICADORA EL PANQUÉ
AUXILIAR DE ALMACÉN,SENKALLI
ENCARGADA DE LIMPIEZA Y COCINA,OSCAR RAMIREZ TORRES
EMPLEADA DE MOSTRADOR,ARTURO CHAVARIN BARAJAS
OBRERO GENERAL,MATERIALES DEL OESTE S.A DE C.V
REPARTIDOR MOTOCICLISTA,PINTURAS SAYER LACK
REPARTIDOR EN MOTOCICLETA,PINTURAS LOS MIL COLORES
TABLAJERO,SORIANA SUPER
OPERADOR DE MONTACARGAS,MEGA EMPACK
"""Asesor de belleza G&K Glamour & Kolor""",Glamour and Kolor
AUXILIAR DE MANTENIMIENTO,ALFA NEW LIFE
Asesor de Ventas,SODE Soluciones de Empleo
CHOFER PIPA DE AGUA,KB TEL TELECOMUNICACIONES SA DE CV
promotor de ventas,EDUCEM
RECAMARISTA,MOTEL RINCÓN AZUL
MANTENIMIENTO,HOTEL VALERIA
INSTALADOR DE PANELES SOLARES,EFICIENCIA ENERGETICA EN SISTEMAS ELECTRICOS
"Gestor de Cobranza Domiciliaria, Mezcales.",FI
COCINERA,HOTEL VALERIA
COSTUREROS,ZENTRIX
AUXILIAR DE MANTENIMIENTO,DISTRIBUIDORA DE TORTILLAS DE TEPIC
"Ejecutivo de Cobranza Domiciliaria, Mezcales",Financiera Independencia
Ing. Soporte técnico de campo (FreeLance),services and computer cns s.a de c.v
CHOFER REPARTIDOR,CENTRO PLATANERO NATASHA
"Montacarguista ""Ixtlan del Rio Nayarit"" Temporal",CEMEX
Chofer de Reparto,Human Services & Logistics Solutions S.A. de C.V.
Promotor/Asesor de ventas TDC. Zona Nuevo Vallarta - Comisio...,Grupo Sim
Promotor/a anaquelero turno Vespertino,HUMAN RETAIL / HUMAN STAFF
GUARDIA MONITORISTA,Suspensiones Automotrices de Nayarit
Tecnico instalador,IZZI
Call Center en Inglés / Horarios Flexibles + Home Office en...,Beliveo México SA de CV
Community Manager,BOGA EVENTOS
Recepcionista / Auxiliar Administrativo,EL CHANTE SPA HOTEL JOCOTEPEC
Planeador de Produccion,TRAALMA
Gerente de Operaciones y Logística,top capita
Assistant Bookkeeper,Property Management Company
Encargado de Infraestructura y Redes,Prestadora de servicios Carl´s S.C.
Analista de Calidad,Sunopta Mexico SA de CV
Gerente de Ventas y Operaciones,Soluciones Logisticas Dream Tec SA de CV
Asesor comercial/Contratación Inmediata!!!!!,InverCap Afore
Supervisor de Mantenimiento,Prestadora de servicios Carl´s S.C.
RECLUTAMIENTO 100% OFICINA,GRUPO STEDA
mesero vendedor,Sonora Grill Prime
Asesores de Afores - Zapopan centro,Banco Azteca
Jefe de Calidad,TRAALMA
JEFE DE ALMACÉN,VELOCI MOTORS
Auxiliar Administrativo,XIN POINT MEXICO
Help Desk Associate,NTT DATA Services
Auxiliar de almacén,ESPECIAS Y CHILES SECOS S.A. DE C.V.
Soporte Técnico (interno),Cyberpuerta
B2B Wholesale Representative for a Fashion Brand,Topfoxx
Gerente de Comedor Industrial,Sodexo
Subgerente de Operaciones,HEAD HUNTER
ASISTENTE ADMINISTRATIVO,Ultra Laboratorios S.A. de C.V.
Ayudantes Generales,Cremeria Americana
Gerente Operativo,SEPSISA SEGURIDAD PRIVADA
Supervisor Administrativo,GEPP
Negociador de Adeudo Bancario,BANCO
Secretaría recepcionista,Laboratorio e Imagenología
Gerente de Marketing,Consultoría KHA
Recepcionista Administrativo,JW CONSULTORES
Soporte Técnico Temporal (posibilidad de planta),Beliveo México SA de CV
REPRESENTANTE MEDICO,ESTERIPHARMA
Business Excellence Technician,Flex
LABORATORISTA DE TRATAMIENTO DE AGUAS,XIN POINT MEXICO
TUTOR DE SECUNDARIA Y PREPA,INSTITUTO TEPEYAC CAMPUS PUERTO VALLARTA
Meser@ Punto Sur,Buffalo Wings
Becario de Supply Chain,Flex
Recepcionista / Auxiliar Administrativo,HOSPITAL VERSALLES
Secretaria recepcionista,Laboratorios Cosmeceuticos S de RL de CV
Social Media Assistant for a Fashion Brand,Topfoxx
Jefe Administrativo,PCM PAPELES Y CONVERSIONES DE MEXICO
Muestreador Ambiental,Grupo SECOVAM
ASISTENTE DE DE ATENCIÓN AL CLIENTE / BELENES,Transportes TRESGUERRAS
Hostess Servicio- Nissan Las Fuentes,NISSAN LAS FUENTES
Gerente Comercial,Grupo Castillo
JEFE DE INGENIERIA Y DISEÑO,EMPAQUES MODERNOS PEOSA
Gerente regional de ventas,TRAALMA
Supervisor Control Inventario,Grupo Modelo
Jefe de Produccion,Moda Belleza y Arte S.A. de C.V.
Secretaria Administrativa,Refaccionaria Alemana
"Jefe de Operaciones (abarrotes, alimentos, perecederos)",Invivus .Consulting Latinoamérica S.C
Marketing Digital,CEMSA
CAPACITDOR ELECTORAL,INE JUNTA DISTRITAL 16 TLAQUEPAQUE
Diseñadora Gráfica,Consultoría KHA
Supervisor Planeacion Materiales,Grupo Modelo
Auxiliar de Import-Export,"DIMEO, S. DE R.L DE C.V."
SUPERVISOR DE OPERACIONES,KB TEL TELECOMUNICACIONES
Planeador de Produccion,Empleos GyD
GERENTE DE RECURSOS HUMANOS,VELOCI MOTORS
Jefe operativo logístico,Bodega Liverpool Guadalajara
Auxiliar de Logística (muestreos ambientales),Grupo SECOVAM
Coordinador Administrativo,Stratego Firma
Auxiliar Administrativo,TOTALPLAY
COORINACION DE DNP FORMULACION,Productos SANE de Chapala S.A. de C.V.
Auxiliar de Recursos Humanos,XIN POINT MEXICO
Recepcionista / Asistente de Dirección,RH SATRUMEX SA DE CV
Back Office,Wexpand
Asistente administrativo Daños,Orbe Agente de Seguros y Fianzas
Auxiliar Administrativo,3i3 desarrolladora
TECNICO DE LABORATORIO QUÌMICO,Zoltek de México
Representante Técnico de Ventas,Tierra Inari
Jefe de Operaciones,FERTILIZANTES TEPEYAC SA DE CV
Jr. Graphic & Multimedia Designer for Fashion Brand,Topfoxx
AYUDANTE GENERAL,Bodega Liverpool Puerto Vallarta
Auxiliar Administrativo,"Rag Hermanos, SA de CV"
Intendencia,Viajes Lili
"Personal de Cajas (Encarnación de Díaz, Jalisco)",BBVA
Chofer repartidor,Yomp! / Arca Continental
Tecnico Instalador Fibra Optica 15000 Mensuales,Infracom
Jefe de Logistica,KAVAK Careers
COMPRADOR (A),MACRO
Técnico De Manteniemiento De Equipos,Flex
Comprador Jr.,CONJUNTO
COORDINADOR DE ATRACCIÓN DE TALENTO,Grupo Empresarial Innovación
CHÓFER,BIOZONE CHEMICAL
ADMINISTRADOR GENERAL,SARA LORENA VELASCO RUIZ
empleado general CENTRO HISTORICO GDL,SUBWAY
Cajero/a,ESPECIAS Y CHILES SECOS S.A. DE C.V.
Coordinador Turistico,Viajes Lili
AUXILIAR ADMINISTRATIVO,BPS RECLUTAMIENTO
GERENTE DE OPERACIONES,Grupo Empresarial Innovación
AUXILIAR ADMINISTRATIVO,KB TELECOMUNICACIONES S.A DE C.V. SUC. NUEVA ORLEA...
Auxiliar de Compras,Tracto Reparaciones Rodrigo S.A de C.V.
ASESORA DE VENTAS VIP (MARCA DE LUJO),Consulting HR
ASISTENTE DE SUCURSAL,RADIAL LLANTAS
Cuidadora de adulto mayor,Visiting Angels
Auxiliar Administrativo,OB Maestros Joyeros / Oro Boleado Sa de Cv
Secretaria de recepción,LITZY VANESSA GUTIERREZ LOTINA
Supervisor de Seguridad e Higiene,LA BUENA MESA
CHOFER REPARTIDOR,OHLALA !
Auxiliar Pastoral y Pedagogía,INSTITUTO EDUCATIVO THOMAS ALVA EDISON
RECLUTADOR TRABAJO 100% OFICINA,GRUPO STEDA
Auxiliar de lavado,BIOZONE CHEMICAL
Lider de limpieza,Laboratorios pisa
ASISTENTE EJECUTIVA,"DUBACANO, S.A. DE C.V."
PREPARADOR DE ALIMENTOS,TORTAS AHOGADAS MR. PACOS
Piloto Capitan Convair 580,"Personas y Paquetes Por Aire, S.A. de C.V."
Ejecutivo de ventas,H2PRO Clear Protein
COORDINADOR DE CLINICA DENTAL,DENTALIA
Community Manager part time,Esprezza
GERENTE DE ELECTRONICA CENTRO,Grupo Empresarial Innovación
SUPERVISORA DE SUCURSALES,TODO PARA SUS PIES
Auxiliar Administrativo de Almacén,"TEMPER DE GUADALAJARA, S.A. DE C.V."
Auditor de calidad,GRUPO ELECTRICO ACONCAGUA SA DE CV
Supervisor de Obra,INVESTIT DESARROLLOS
Encargado de tapicería,MUEBLES TERRA CU
Abogado Jurídico Contencioso,Cobranza Positiva
ENCARGADA DE CONTROL ESCOLAR,CENTRO EDUCACIONAL TLAQUEPAQUE
RECEPCIONISTA (TURNO VESPERTINO) - GRUPO PLASENCIA AUTOMOTRI...,GRUPOP PLASENCIA AUTOMOTRIZ
TRADUCTOR,LICOR ZONE
Cuantificador,3i3 desarrolladora
Mesero,Restaurante SSAM
Gerente de Sucursal AT&T-Apertura de Tienda (plaza Argania),Prime MX
Mesero (f/m),"Grupo 1998, S.A. de C.V."
Auxiliar Contable,EL CHANTE SPA HOTEL JOCOTEPEC
cajero universal,EL CHANTE SPA HOTEL JOCOTEPEC
Online College Instructor,California Intercontinental University
¡¡ asesor de ventas !! i,InverCap Afore
Capitán de meseros,EL CHANTE SPA HOTEL JOCOTEPEC
Atención a clientes,Anexa Telecomunicaciones
Order Administration (Senior/Entry Level),ApTask
Chief Concierge,EL CHANTE SPA HOTEL JOCOTEPEC
Servicio al cliente,UNIKO Media Group MX SA DE CV
Ejecutivo de ventas y atención a clientes *L,InverCap Afore
carnicero,master beaff
Gerente de Restaurante de comida Rápida,Prestadora de servicios Carl´s S.C.
Copy Editor,ApTask
auxiliar de limpieza ama de llaves,EL CHANTE SPA HOTEL JOCOTEPEC
Accounts Operations Manager,ApTask
AUXILIAR CONTABLE Y ADMINISTRATIVO,MICHANTE
Work from Home Bilingual Customer Support Agent,Online Staff Sourcing Inc.
Auxiliar de cocina (Jornada reducida),Red's Burger Shop
Ejecutivo de Ventas - Pago Semanal,InverCap Afore
ENCARGADO(A) DE FACTURACION Y ALMACEN,HSR Human Solutions Recruitments
Representante Medico,CONFIDENCIAL_
Asistente de Jugador B,Four Seasons
Jefe de Piso,JW CONSULTORES
Gerente de Sucursal,Fundación Rafael Dondé I.A.P
COORDINADOR DE OPERACIONES DISTRIBUCION,SOLISTICA- FEMSA
ENCARGADO DE TRATAMIENTO DE AGUA,Arca Continental
COORDINADOR ADMINISTRATIVO,SERVICIO NACIONAL DE EMPLEO SAN LUIS POTOSÍ
Customer Experience Professional,Honeywell
Encargada de Citas,Renault- San luis potosí
COORDINADOR ATENCIÓN A CLIENTES,TECNOLOGISTIK
Auxiliar Administrativo,Transportes del Centro
Auxiliar de Oficina,MARIA DE LOURDES RESENDIS LOPEZ
AUXILIAR ADMINSITRATIVO Y LOGISTICA,SOLISTICA (TEKDIESEL)
JEFE DE OPERACIONES,UTEP
SUPERVISOR DE MANTENIMIENTO,YESERA MONTERREY SA
LABORATORISTA,CEMEX
DIRECTOR DE EMPRESA DE RETAIL,MARIBEL RODRIGUEZ LOZANO
Auxiliar Administrativo- temporal,CIUDAD MADERAS
Auxiliar de Compras,Ecumexa
AUXILIAR DE ALMACEN DE REFACCIONES,FCC AUTOMOTIVE PARTS DE MÉXICO SA DE CV
Auxiliar Administrativo,AGENCIA AUTOMOTRIZ NISSAN
Auxiliar Administrativo,Morán y Cía
ALMACENISTA ADMINISTRATIVO,GRUPO PEÑAFIEL RIOVERDE
Control de Inventarios,"HERRAN Y SUCESORES, S.C."
Verificador de embarques,LOGISTI-K
Administrativo de Financiamiento.,Vapsa
Coordinador de Entrenamiento Técnico,DRÄXLMAIER Group
JEFE ADMINISTRATIVO,SERVICIO NACIONAL DE EMPLEO SAN LUIS POTOSÍ
INDUSTRIAL PROGRAM ENGINEER,Faurecia
RESCATAVENTAS,Totalplay
Comunicacion y desarrollo organizacional,Cambio Organizacional
OFICIAL EN COMERCIO EXTERIOR,SERVICIO DE ADMINISTRACION TRIBUTARIA
Liquidador Almacenista Foráneo,Embotelladora Aga del Centro
Coordinador de Proyecto,Sodexo
Desarrollador de fuerza de ventas,Proyecta tu Futuro
GERENTE REGIONAL SAN LUIS. MATEHUALA,pro financiera
Licenciada en Nutrición,ARAMARK MEXICO S.A. DE C.V
RECEPCIONISTA,HSR HUMAN SOLUTIONS RECRUITMENTS
ALMACENISTA,OLEICO
Se solicitan ingenieros para impartir clases a nivel superio...,Grupo CEDVA
DOCENTES PARA BACHILLERATO SEMESTRAL,Universidad del Valle de Mexico
Production Supervisor,Bosch Group
Warehouse and OES Manager,Continental AG
JEFE DE ANDEN,GAS TOMZA DE MEXICO SA DE CV
Medico Familiar,Servicios Médicos para tu Bienestar (SMB)
Project Manager,Protev Group
Employee Services Administrator,KSTARHS
AUXILIAR FACTURACION,Transportes del Centro
GERENTE REGIONAL,PRO APOYO
Monitorista GPS,Fletes Industriales Mexicanos
Analista de Equipo Terminal,Radio Móvil Dipsa
Supervisor de Calidad,ARAMARK MEXICO S.A. DE C.V
Business Developer SLP,Logisti-k de México
ASISTENTE ADMINISTRATIVO,INDUSTRIA PARA EL RECICLAJE DE DESECHOS BIONIGUZA...
Manufacturing & Operations Manager,Bosch Group
Materials Planner,DRÄXLMAIER Group
auxiliar administrativo,WORKING SOLUTIONS
Manufacturing Coordinator,Cummins
Inspector de calidad,People Solutions
Auxiliar Administrativo/Inventarios,Transportes del Centro
Traffic Analist,Continental AG
Responsable de Laboratorio,TICSA Grupo EPM
Administradora de Bodega,Envases Agrícolas e Industriales SA de CV.
Sr. Production Supervisor,DRÄXLMAIER Group
JEFE DE CAJA GENERAL,SORIANA
Supervisor de Producción ensamble,Continental AG
Intern RH,Continental AG
montacarguista almacenista,FRESAN INGENIEROS SA DE CV
Cajero Administrativo,HIELO DEL ALTIPLANO SAPI DE CV
Auxiliar de ventas,servicios administrativos Yoggo sc
Auxiliar administrativo,SOLUCIONES HUMANAS
"Dirección Oficina Empresas y Gobierno (San Luis Potosí, S.L....",BBVA
Payable Accounts Analyst (Intermediate),Continental AG
ASESOR DE SERVCIO,HYUNDAI PLASENCIA LOMAS SAN LUIS POTOSI
Auxiliar Contable,SIMAX
GERENTE DE CALIDAD E INOCUIDAD ALIMENTARIA,Panadería La Superior
AUXILIAR DE CUENTAS,TIGHITCO LATINOAMÉRICA SA DE CV
"Practicantes para RH, Calidad, Produccion, Troqueles",Magna International Inc.
secretaria recepcionista,TROYSTONE
Coordinación de SHE/QA,DHL
Gerente de Calidad,Work & Hobby
Courier -2,FedEx Express LAC
Gerente de Ventas,BetaRH
Jefe Operativo,CGC SEGURIDAD PRIVAD
ENCARGADO DE EMBARQUES,IEMSA INDUSTRIA DE ESTAMPACIONES
"FERIA VIRTUAL DOCENTE UVM- BACHILLERATO, LICENCIATURA Y POSG...",Universidad del Valle de Mexico
Reclutador Mandos Medios & Gerenciales,Mentor Talent Consultants
Cajero Universal,Servicio Pan Americano de Proteccion
Controlling & Planning Specialist,ABB
Gerente de impuestos y auditor,Cambio Organizacional
Jefe de Mantenimiento,Yesera Monterrey
Encargado de Fracturacion y Analisis,RHGENESIS SA DE CV
Sr. Accountant Specialist,Honeywell
Soporte de Sistemas,Tiendas Retail
Operations Support - Analytics and Reporting,Vestas
SEGURIDAD E HIGIENE,Transportes del Centro
Auxiliar Contable,Morán y Cía
Guardia de Seguridad Privada,KEYS SP CUSTODIOS E INTRAMUROS SA DE CV
PROMOTOR DE VENTAS,QMDI
asesor de ventas,AGENCIA AUTOMOTRIZ NISSAN
Enfermera Industrial,Zona Médica del Centro
AYUDANTE EN GENERAL SLP / NOCTURNO,HM Consultores RH
Buscamos Cajero para importante farmacia,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS
AYUDANTE GENERAL DE FERRETERIA,ERNESTO VLADIMIR MIRANDA GUERRERO
Asesor de credito,PRO APOYO
Promotor de temporada,GRUPO COSMIC
ASESOR FINANCIERO,"METAFINANCIERA MEXICO,SA DE CV"
PERSONAL DE COBRANZA Y PROMOCIÓN EN MOTO,PRESTAMOS Y AHORRO
SOLDADOR DE ARGON,HYK MEXICO
OPERARIO DE PRODUCCION DE MANUFACTURA,ABASTECEDORES PECURIOS LOZANO SA DE CV
AUXILIAR DE LIMPIEZA,FOODSOL
PROMOTOR DE VENTAS PARA ELECTRODOMESTICOS,Advertising and Promotion S.A de C.V
Medico Encargado de consultorio en Zona Rioverde Centro,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS
soldador,LOCOMOTIVE CENTER
EJECUTIVO DE VENTAS IZZI,RGO COMERCIALIZADORA SA DE CV
ASESOR DE VENTAS INDUSTRIALES,GRUPO HI-CA
Técnico Fumigador de ruta con experiencia,HM Consultores RH
Cajero Vendedor Turno Fijo,Farmacias del Ahorro
Asesor(a) de Ventas en Cosméticos - Plaza San Luis,BELLÍSIMA
COSTURERO,COMPAÑIA MEXICANA DEL DESIERTO
CAJERO VENDEDOR EN FARMACIA,FARMACIAS DEL AHORRO
Promotor chofer Con experiencia CANAL MAYOREO/Autoservicio,Promotecnicas y Ventas
Médico Familiar para consultorio en zona Gálvez,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS
Guardia Velador,MDC Empleos
SURTIDOR DE FRUTAS Y VERDURAS,SORIANA
GERENTE EX AFORE PARA BROKER SURA/ SAN LUIS POTOSI,AFORE SURA
AYUDANTE DE MECANICO,TRANSPORTES SAN BARON
ejecutivo de ventas,Humann Staff
mecánico/ayudante diesel,Tractomecanica San Luis
Buscamos Auxiliar de Farmacia para Turno Fijo,Farmacias del Ahorro
REPARTIDOR DE VARIOS EN MOTOCICLETA,FARMACIAS DEL AHORRO
PROMOTOR DE VENTAS CUBRE INCAPACIDAD (INFORMATIVA) FOLIO: SC...,TALENT GROUP
VENTAS DE SERVICIOS FUNERARIOS,ASISTENCIA FAMILIAR EN PREVISIÓN MONTERREY
Buscamos Repartidor En Moto,Farmacias del Ahorro
GUARDIA DE SEGURIDAD,WALDOS DOLAR MART DE MÉXICO S DE RL DE CV
Cajero vendedor Turno fijo (te ubicamos cerca a tu domicilio...,Farmacias del Ahorro
PROMOTOR DE VENTA DE GAS LP,GAS TOMZA DE MEXICO SA DE CV
BEAUTY COACH GOC MAKE UP - PLAZA EL DORADO,Goc make up
Repartidor de Servicio a Domicilio,Farmacias del Ahorro
CHOFER DE PIPA REPARTIDOR DE GAS,GAS TOMZA DE MEXICO SA DE CV
Medico encargado de consultorio,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS
ASESOR DE CREDITO-PUNTO DE VENTA,FIXS BUSINESS
MEDICO para consulta en Farmaceutica,Farmacias del Ahorro
MEDICO PARA CONSULTORIO EN FARMACIA,Farmacias del Ahorro
Data Management Specialist,Honeywell
AUXILIAR DE PERSONAL,PEALPAN
ADMINISTRADORA,FRACCIONADORA LA ROMITA SA DE CV
Customer Service Representative Evening,Charger Logistics Inc
Logistics Coordinator,Charger Logistics Inc
Customer Service Specialist (Weekend Coverage),Charger Logistics Inc
Practicante de Recursos Humanos H/M,Safran
Montacarguista,Nestle
inspector de calidad,Gerresheimer Querétaro
Jefe Administrativo,OPEC S.A. DE C.V.
capturista/ agendador,CICSA
ALMACENISTA ADMINISTRATIVO,Compañia Agroindustrial Queretana S. de R.L. de C....
Auxiliar Administrativo,Renovatio
Gerente Administrativo,G GROUP
Coordinador de Operaciones,TUM TRANSPORTISTAS UNIDOS MEXICANOS
AUXILIAR ADMINISTRATIVO,AZUPISO S.A. DE C.V
Analista de Aseguramiento de Calidad,Industria Envasadora de Queretaro SA de Cv
ELÉCTRICO INDUSTRIAL,CARTONES PONDEROSA S.A. DE C.V.
Capacitador Asistente Electoral / Supervisor Electoral - El...,INE 04 JDE Querétaro
EJECUTIVA(O) DE SERVICIOS ADMINISTRATIVOS,Transpormex
ATENCION A CLIENTES TEMPORAL--- LIVERPOOL GALERIAS,Liverpool Galerias Querétaro
Supervisor de Almacén,"JUMEX, S.A"
Coordinación de Operaciones,DHL
Ing. Industrial,Avantia Metales S.A de C.V
Administración,iprotex de México
GERENTE DE OPERACIONES LOGISTICAS,Maag Consultores
COORDINADOR EN SISTEMA DE GESTIÓN INTEGRAL,POTENCIA ELECTRICA CENTRAL SA DE CV
AUXILIAR ADMINISTRATIVO,GRUPO PROHABITACIÓN
SUPERVISOR REGIONAL DE UNIDADES DE ENGOCIO EN QUERETARO,Bumeran
AUXILIAR ADMINISTRATIVO,DTC CENTRO SA DE CV QUERETARO
EMPLEADO ADMINISTRATIVO,GRUPO PROHABITACIÓN
FLEBOTOMISTA / TECNICO LABORATORISTA,Otagroup
APM,MAPFRE MEXICO
DIRECTOR DE OPERACIONES,HK HUMA CAPITAL
Jefatura de Cajas y Caseta,Home Depot Juriquilla
Jefe de planeación y logística (Automotriz),NICRO PLATING GROUP
ASISTENTE LEGAL ADMINISTRATIVO EN INMIGRACIÓN,INMIGRACION LEGAL
Encargado de compras y almacén,Servicios de Atracción de talento Querétaro
Comprador Jr,Bravo Energy
VENDEDOR EVENTUAL PLAZA GALERIAS,COPPEL
Encargado de compras,Servicios de Atracción de talento Querétaro
VENTAS Y ATENCION AL CLIENTE - SJR,AZUPISO S.A. DE C.V
Practicante Customer Support H/M,Safran
Comprador Jr.,Natgas
SUPERVISOR ALMACEN,Compañia Agroindustrial Queretana S. de R.L. de C....
Purchasing Manager,Leverages
GERENTE DE COMEDOR INDUSTRIAL,COMEDORES INDUSTRIALES TABARES
Auxiliar administrativo,CIUDAD MADERAS
VENTAS Y ATENCION AL CLIENTE QRO,AZUPISO S.A. DE C.V
Auxiliar en el área administrativa y ventas,Industria Envasadora de Queretaro SA de Cv
"Representante de Atención a clientes en Querétaro,Qro",TRUMPF Queretaro
OFICIAL DE IMPUESTOS INTERNOS,SAT
SUPERVISOR DE OBRA CIVIL,GRUPO PROHABITACIÓN
Capacitador Asistente Electoral / Supervisor Electoral - Ame...,INE 04 JDE Querétaro
Docente nivel medio superior,Universidad Tecnológica de México
Coordinación de Seguridad Industrial,Bravo Energy
ADMINISTRADOR DE GASOLINERAS,+casa inmobiliaria
Responsable de almacén,Aurum Chemicals
AUXILIAR ADMINISTRATIVO,Shell Aeropuerto
OFICIAL DE COMERCIO EXTERIOR,SAT
Auxiliar de Logística (Importación/ Exportación),"Auto Express La Silla, S.A. de C.V."
Agente Inmobiliario Digital,Hogares Unión S. A de C. V
Promotor Cobranza (Trabajo en calle),COPPEL
Planner Digital- Político,SOME CONTENT MARKETING
Asistente Administrativa,CIUDAD MADERAS
GERENTE DE ESTACION,Shell
Técnico en calidad,CLAVOS NACIONALES MEXICO SA DE CV
Asistente Administrativo,GNSYS Corporativo S.A. de C.V.
COORDINADOR DE PRODUCCION,Compañia Agroindustrial Queretana S. de R.L. de C....
Generalista de Recursos Humanos,CRISTAL Y LAVISA
Desarrollador de Contenido,CREU
E239-Ingeniero de Servicio,Acensblue
Almacenista,Maag Consultores
Practicante Cadena de Suministro,Avery Dennison RBIS
Recepcionista agencia autos,Grupo Alden
Comprador Internacional,British Federal México Sa de Cv
Jefe de Control de Produccion,INDUSTRIAL CORONA DE MEXICO
SUPERVISOR DE PINTURA,HYT SOLUCIONES INTEGRALES Y CAPITAL HUMANO S.C
Dibujante Autocad,AIM Reclutamiento & Headhunting
Line Feeder (Abastecedor de Almacén),Autoliv Mexico
